f849-0.json.csv,-0.004,1.25,0.00,0.18,0.00,0.58,2.30,0.00,0.00,1.23,0.25,0.00,0.00,0.94,0.04,1.30,0.00,0.00,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
f1509-0.json.csv,-0.008,2.07,0.74,0.00,1.01,1.34,1.07,0.00,1.16,1.66,2.48,0.72,0.90,0.00,0.00,1.66,0.00,0.00,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
f1987-0.json.csv,0.156,1.06,0.00,0.00,0.00,0.25,0.55,0.00,1.68,0.32,0.48,0.35,0.00,0.00,0.00,1.12,0.00,0.00,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
f799-0.json.csv,0.000,2.99,0.40,0.00,0.99,0.53,0.74,0.00,1.80,1.30,1.40,0.00,1.06,0.00,0.00,0.38,0.00,0.00,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
f2291-0.json.csv,0.239,0.80,0.00,0.00,1.04,1.26,2.01,1.22,1.28,1.68,0.41,0.56,0.00,0.23,0.00,2.02,0.00,0.16,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
f799-1.json.csv,-0.020,0.23,0.42,0.00,0.00,0.23,0.66,0.00,0.00,0.00,1.65,0.00,0.31,1.05,0.47,0.00,0.73,0.14,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
f1893-0.json.csv,0.018,0.86,0.25,0.00,0.00,1.29,0.00,0.00,0.19,1.03,1.23,0.00,0.07,1.17,0.00,1.06,0.00,0.00,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
f1102-0.json.csv,0.005,0.20,0.00,0.00,0.00,0.90,3.04,0.11,1.50,1.01,0.00,0.00,0.33,0.00,0.06,0.07,0.00,0.00,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
f1893-1.json.csv,0.026,1.08,0.79,0.00,0.00,0.48,0.16,0.00,0.00,0.68,0.16,0.00,0.00,2.08,1.21,0.06,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
f1043-1.json.csv,-0.027,0.24,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.84,0.72,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
f1074-0.json.csv,0.005,2.07,0.54,0.00,0.00,0.81,0.00,0.00,2.03,0.17,0.08,1.21,2.64,1.44,0.00,0.56,1.92,0.14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
f1074-1.json.csv,0.003,0.00,0.00,0.00,0.41,0.50,0.68,0.00,0.00,0.11,0.00,1.28,1.90,0.80,0.06,0.00,0.00,0.00,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
f1250-3.json.csv,-0.006,0.80,0.55,0.00,0.00,1.78,3.33,0.72,2.00,2.08,2.10,0.10,0.00,0.31,0.75,1.99,0.00,0.37,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
f586-0.json.csv,-0.014,0.00,0.00,0.16,0.22,0.68,0.00,2.10,1.27,1.41,0.63,1.38,0.10,0.00,0.00,0.00,0.00,0.00,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
f1157-0.json.csv,0.007,0.00,0.00,0.15,0.00,1.62,2.84,0.28,0.74,0.37,0.92,1.79,0.95,1.00,0.03,0.00,0.00,0.00,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
f1250-2.json.csv,-0.073,0.25,0.63,0.00,0.25,0.80,1.95,0.11,0.35,0.00,0.38,0.00,0.00,1.63,0.00,1.76,1.77,0.00,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
f1635-0.json.csv,-0.008,0.00,0.00,0.00,0.43,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.57,0.06,0.00,0.00,0.00,0.00,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
f586-1.json.csv,0.002,0.96,0.89,0.00,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.38,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f2046-0.json.csv,0.219,0.87,1.83,1.62,0.00,0.02,0.97,0.00,0.00,0.50,0.00,0.20,0.00,0.66,0.00,0.89,2.86,1.22,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
