f1743-0.json.csv,-0.019,0.98,0.00,0.00,0.74,1.03,1.54,0.00,0.00,0.32,0.00,0.46,2.11,0.38,1.30,0.00,1.06,1.02,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
f392-0.json.csv,-0.021,1.13,0.13,0.75,0.00,0.00,0.08,0.00,1.23,0.00,0.37,0.86,0.00,0.60,0.00,0.13,1.18,0.00,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
f1135-1.json.csv,0.009,0.45,0.82,0.96,0.00,0.94,0.74,0.00,1.46,0.78,0.00,0.00,0.00,0.62,0.00,1.99,0.00,0.55,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
f799-0.json.csv,0.008,0.44,0.00,0.00,0.48,2.01,1.86,0.00,0.80,2.55,1.03,0.00,0.00,0.18,0.00,2.77,0.00,0.04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
f1348-0.json.csv,0.292,0.00,0.00,1.90,0.00,1.30,1.73,0.14,2.40,1.01,0.00,0.88,0.31,0.70,0.00,2.37,2.05,0.91,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
f1135-0.json.csv,0.030,2.09,0.82,0.00,3.07,0.44,1.86,0.00,0.00,0.81,0.29,0.00,0.16,1.11,0.66,0.48,0.87,0.00,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
f1102-0.json.csv,-0.001,1.49,0.00,1.20,0.00,0.00,0.00,0.00,0.77,0.59,0.89,0.11,0.40,0.00,0.72,0.46,2.33,0.58,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
f1209-0.json.csv,-0.118,0.50,0.75,0.00,0.00,1.30,0.34,0.37,1.69,2.71,1.11,0.00,0.00,0.00,0.00,2.06,0.00,0.00,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
f1716-0.json.csv,-0.011,0.61,0.00,1.90,0.00,0.00,0.81,0.00,0.87,0.00,0.00,0.72,0.03,0.00,0.68,0.47,0.00,1.51,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
f1448-0.json.csv,0.533,2.01,0.00,0.00,0.00,0.00,1.01,0.00,0.00,0.00,0.00,0.19,0.00,0.47,0.00,1.46,1.32,0.00,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
f1635-1.json.csv,0.010,3.25,0.19,0.00,0.81,0.00,0.00,0.00,0.00,0.80,0.64,0.00,0.53,0.00,0.37,0.00,0.00,0.00,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
f1635-0.json.csv,-0.009,0.95,0.72,0.26,1.92,1.14,0.00,0.00,0.42,0.99,1.39,0.77,1.02,0.77,0.00,0.00,0.00,0.00,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
f1602-1.json.csv,-0.010,0.98,0.00,0.73,0.00,0.00,0.00,0.00,0.37,0.02,0.00,0.16,0.00,0.32,0.00,0.00,0.66,0.00,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
f1160-0.json.csv,0.010,0.67,0.00,0.00,0.00,0.05,1.83,0.00,0.12,0.00,0.00,0.57,0.00,0.82,0.08,0.00,0.00,0.00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
f1778-3.json.csv,-0.000,1.66,0.00,1.13,1.23,0.40,0.00,0.16,1.51,0.49,0.00,0.84,0.00,0.00,0.00,2.02,0.80,0.03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
f733-0.json.csv,-0.010,0.35,0.00,0.20,0.00,0.59,0.20,0.00,0.80,1.53,1.17,0.10,0.00,0.00,0.23,0.80,0.59,0.69,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
f2046-0.json.csv,0.004,1.00,0.48,0.00,0.36,0.00,0.00,0.00,0.47,0.77,0.00,0.72,0.01,0.57,0.00,0.00,0.00,0.00,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f338-1.json.csv,0.022,1.11,0.00,0.00,0.00,0.63,0.00,0.00,0.09,0.65,0.47,0.00,0.35,1.09,0.12,0.39,1.56,0.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
