Vikings,5.5260977028642895
Jigoku Mon,5.5190608518265885
Oklahoma,4.436401211639061
The Man from Laramie,4.403151016857663
Waves of Life,4.276187330115426
Chikamatsu Story,4.194812172074045
Diary of Nurse,4.065898758005101
Human Desire,4.035351146213954
Cliff,3.90032597812495
Black River,3.867453480440319
Gilda,3.6552645309928864
Duel in the Sun,3.5590984134679995
Kurutta Kajitsu,3.4396491190916336
Sabrina,3.0772652302198846
Our Village,2.867360504336768
Notorious,2.8300177929532726
