Jigoku Mon,4.859493262474220
Vikings,4.720541695949910
Waves of Life,4.141872266015590
Oklahoma,4.04950415452678
Chikamatsu Story,3.8546652040290900
The Man from Laramie,3.8334245937048300
Human Desire,3.8060298466774300
Cliff,3.6989373149154700
Diary of Nurse,3.483351822031760
Black River,3.439362118541320
Duel in the Sun,3.357709750258520
Gilda,3.346237204573930
Kurutta Kajitsu,3.101143423486030
Sabrina,2.804653887393320
Our Village,2.546398668380290
Notorious,2.355941248661500
